"address","GreenLeader_Observed","GreenLeader_Predictions","lng","lat"
"11 Belgrave Road, Bridlington YO15 3JP England",0,0,-0.2002791,54.0783914
"11 Berry Road, Newquay TR7 1AU England",0,0,-5.0781436,50.4136635
"11 Blackall Road, Exeter EX4 4HD England",0,0,-3.5273082,50.7294978
"11 CD Gherea Street Prahova, Ploiesti 100035 Romania",NA,0,26.0278836,44.9413246
"11 Carlton Hill, Exmouth EX8 2AJ England",0,0,-3.4081128,50.6155106
"11 Clonmel Street, Llandudno LL30 2LE Wales",0,0,-3.8268095,53.3231952
"11 College Road, Windermere LA23 1BU England",0,0,-2.906985,54.379188
"11 Culduthel Road, Inverness IV2 4AG Scotland",0,0,-4.223948,57.4726072
"11 D.Mitsi Street, Larnaca 6307 Cyprus",NA,0,33.6368322,34.913244
"11 Ekzarh Josif St, Sofia 1000 Bulgaria",NA,0,23.3206229,42.7006484
"11 Evesham Place, Stratford-upon-Avon CV37 6HT England",0,0,-1.7132482,52.1897022
"11 High Street East, Scunthorpe DN15 6UH England",0,0,-0.6391983,53.5902634
"11 Hurgill Road, Richmond DL10 4AR England",0,0,-1.7417903,54.404862
"11 James Street, Stornoway HS1 2QN Scotland",0,0,-6.3815653,58.2082525
"11 Knightsbridge, London SW1X 7LY England",0,0,-0.1537346,51.5023328
"11 Leoforos Ilarchou Tzavella Kon., Naupactus 303 00 Greece",0,0,23.7541618,37.9871877
"11 Norfolk Square Paddington, London W2 1RU England",0,0,-0.1735034,51.5155192
"11 Place St Augustin, 75008 Paris France",0,0,2.3187368,48.8755274
"11 Place de la Fontaine Chaude, 40100 Dax France",0,0,-1.0526469,43.7112709
"11 Place du Vieux Marche, 84110 Vaison-la-Romaine France",0,0,5.071078,44.2383616
"11 Pleasant Street North Shore, Blackpool FY1 2JA England",0,0,-3.0529194,53.824919
"11 Queens Road, Broadstairs CT10 1NU England",0,0,1.4388037,51.3581822
"11 Ravelston Dykes, Edinburgh EH4 3EA Scotland",0,0,-3.2331389,55.9518008
"11 Rue Paul Baudry, 75008 Paris France",0,0,2.3075539,48.8726501
"11 Sparrow Hill, Loughborough LE11 1BT England",0,0,-1.202985,52.773992
"11 Spence Street, Edinburgh EH16 5AG Scotland",0,0,-3.1704137,55.9358145
"11 Spilman Street, Carmarthen SA31 1LG Wales",0,0,-4.3034325,51.8566257
"11 The Quay, Dartmouth TQ6 9PS England",0,0,-3.5785366,50.3515446
"11 Toberargan Road, Pitlochry PH16 5HG Scotland",0,0,-3.7306362,56.7035807
"11 Waterloo Place, Weymouth DT4 7PD England",0,0,-2.4512672,50.6181935
"11 Wilmington Square, Eastbourne BN21 4EA England",0,0,0.2841704,50.7616838
"11 Wine Street, Yeovil BA20 1PW England",0,0,-2.6318742,50.9410894
"11 allee Corrigan, 33120 Arcachon France",0,0,-1.1722739,44.6559571
"11 allee du Commandant Guesnet, 77170 Brie-Comte-Robert France",0,0,2.5962731,48.6991446
"11 avenue Aristide Briand, 03200 Vichy France",0,0,3.4194964,46.1212173
"11 avenue Leon Blum, 31500, Toulouse France",0,0,1.4631442,43.614815
"11 avenue du Monge, 65100, Lourdes France",0,0,-0.0367185,43.114681
"11 boulevard Denis Diderot, 62200 Boulogne-sur-Mer France",0,1,1.6045641,50.7197831
"11 boulevard Frederic Mistral, 83120 Sainte-Maxime France",0,0,6.6393904,43.3094553
"11 rue Arsene Houssaye 1st Floor, 75008 Paris France",0,0,2.2994126,48.8745528
"11 rue Basse, 65100, Lourdes France",0,0,-0.04682,43.096755
"11 rue Fondary, 75015 Paris France",0,0,2.291918,48.8486943
"11 rue Gabriel Peri, 92120 Montrouge France",0,0,2.3242349,48.8175718
"11 rue General Mangin, 38100, Grenoble France",0,0,5.7201015,45.178502
"11 rue Notre Dame de Lorette 75009 Paris, 75009 Paris France",0,0,2.3383024,48.8774978
"11 rue Sainte Marie, 65105, Lourdes France",0,0,-0.0549337,43.096251
"11 rue Valery Meunier, 64000 Pau, Communaute d'Agglomeration Pau-Pyrenees France",0,0,-0.3670752,43.2960875
"11 rue d Austerlitz, 75012 Paris France",0,0,2.3706494,48.8471453
"11 rue de Paris, 06801 Cagnes-sur-Mer France",0,0,7.1559005,43.654987
"11 rue des Bas Trevois, 10000, Troyes France",0,1,4.0797527,48.2928297
"11 rue du Dome Angle 29 Avenue Victor Hugo, 75116 Paris France",0,1,2.2909725,48.8716964
"11 rue du Faubourg Saint Germain, 45600 Sully-sur-Loire France",0,0,2.3727573,47.7668609
"11, Triq Schreiber, Saint Julian's, Island of Malta STJ 3081 Malta",NA,0,14.491765,35.922924
"11-12 Church Walks, Llandudno LL30 2HG Wales",0,0,-3.834939,53.3270075
"11-12 Osborne Place Lockyer Street Lockyer Street, The Hoe, Plymouth PL1 2PU England",0,0,-4.1438273,50.3666353
"11-17 Parker Street, Liverpool L1 1DJ England",0,0,-2.9823811,53.4054255
"110 Aztec West, Almondsbury BS32 4TS England",0,0,-2.5675066,51.5429567
"110 Braennkyrkagatan, Stockholm 117 26 Sweden",0,0,18.0463615,59.3175307
"110 Coronation Street, Blackpool FY1 4QQ England",0,0,-3.0496928,53.8134102
"110 Cromwell Road, London SW7 4ES England",0,1,-0.1843527,51.4951024
"110 avenue de la Republique, 59110 La Madeleine, Lille France",0,0,3.0759877,50.6459712
"110 rue Damremont, 75018 Paris France",1,0,2.3367925,48.8940515
"110 rue Legendre, 75017 Paris France",0,1,2.32102,48.888008
"110 rue des Orteaux 20th Arr., 75020 Paris France",0,0,2.4097458,48.8553747
"111 Lammas Street, Carmarthen SA31 3AP Wales",0,0,-4.3106233,51.8562843
"111 St John Street Triq San Gwann, Valletta, Island of Malta VLT 1111 Malta",NA,0,14.5124951,35.8975921
"111 boulevard des Etats Unis, 03200 Vichy France",0,1,3.4177283,46.1258452
"112 boulevard de Sebastopol, 75003 Paris France",0,0,2.3541425,48.8686984
"113 Albert Road, Blackpool FY1 4PW England",0,0,-3.0493875,53.81569
"113 Roman Road Tower Hamlets, London E2 0QN England",0,0,-0.0491574,51.5287252
"113-115 Main Street, Callander, Loch Lomond and The Trossachs National Park FKI7 8BQ Scotland",0,0,-4.2116631,56.245059
"114 Columbus Ravine, Scarborough YO12 7QZ England",0,0,-0.409136,54.288343
"114 Hamilton Road, Motherwell ML1 3DG Scotland",0,0,-3.996886,55.7882855
"114 Michalakopoulou, Athens 11527 Greece",0,1,23.7591225,37.9812531
"114 Route de la Reine 46 Rue de Billancourt, 92100 Boulogne-Billancourt France",0,1,2.2354606,48.8403114
"114 rue du Rouet, 13008 Marseille France",0,0,5.3904173,43.2796209
"1147 Dorsoduro Fondamenta delle Eremite, 30123 Venice Italy",0,0,12.3248001,45.4315948
"115 N Tsarigradsko Shousse Bvld, Sofia 1784 Bulgaria",NA,1,23.3831151,42.6589433
"115 The Strand, Sliema, Island of Malta GZR 1027 Malta",NA,1,14.4982481,35.9072179
"115 Turner Road Queensbury, Edgware HA8 6AS England",0,0,-0.2904288,51.5974389
"115 rue Charles Duchesne, 13797, Aix-en-Provence France",0,0,5.3713413,43.491859
"115 rue du Rajol, 12100, Millau France",0,0,3.08598,44.100514
"115-125 Mount Pleasant, Liverpool L3 5TF England",0,1,-2.9715963,53.4038725
"116 Columbus Ravine, Scarborough YO12 7QZ England",0,1,-0.4090994,54.2884603
"116 boulevard Marechal Leclerc, 14000 Caen France",0,1,-0.361893,49.1815772
"116 rue de l Hopital Militaire, 59800, Lille France",1,1,3.0592724,50.6367597
"116-118 Church Road, Hayes UB3 2LW England",0,0,-0.4192629,51.516212
"117 Rue Lauriston, 75116 Paris France",1,1,2.2868089,48.8663357
"117 Tower Road, Sliema, Island of Malta SLM 1605 Malta",NA,0,14.506673,35.912613
"117 avenue de la Republique, 63100, Clermont-Ferrand France",0,0,3.1080513,45.7887946
"117 boulevard Aristide Briand place de la Vendée, 85000, La Roche-sur-Yon France",0,0,-1.4309709,46.6687814
"117 rue Saint Patrice Rond Point de Vaucelles, 14400, Bayeux France",1,1,-0.7182151,49.2816797
"118 Abingdon Road, Oxford OX1 4PZ England",0,0,-1.2548378,51.7412291
"118 Bath Road, Hayes UB3 5AJ England",0,1,-0.4333587,51.4812105
"118 Connaught Road, Reading RG30 2UF England",0,0,-0.9952619,51.4526298
"118 Milton Road, Gravesend DA12 2PF England",0,0,0.3773881,51.4400785
"118 avenue Frederic Mistral, 13990 Fontvieille, Arles France",0,0,4.7095607,43.7272607
"118 rue Andre Theuriet, 74290 Talloires France",0,0,6.2145557,45.8385241
"118 rue de Ruffi, 13002 Marseille France",0,0,5.3695193,43.3147642
"119 Avenue de Bordeaux, 33950 Cap-Ferret, Lege-Cap-Ferret France",0,0,-1.2545655,44.6457825
"119 High Street, Portsmouth PO1 2HW England",1,0,-1.1011132,50.7917673
"119 London Road, Derby DE1 2QR England",0,0,-1.468713,52.916325
"11A Craigmillar Park, Edinburgh EH16 5PF Scotland",0,0,-3.1698298,55.9300674
"11Is Noemvriou, Vathy 831 00 Greece",0,0,26.9733592,37.7598224
"11th Prado Street, 28014 Madrid Spain",0,1,-3.6921271,40.4137818
"12 Agion Padon, Thessaloniki 546 29 Greece",0,0,22.9271277,40.647157
"12 Bridge Square, Ballater AB35 5QJ Scotland",0,0,-3.0377884,57.0478855
"12 Clifton Drive FY41NX, Blackpool FY4 1NX England",0,0,-3.0565459,53.7854624
"12 Evesham Place, Stratford-upon-Avon CV37 6HT England",0,0,-1.71319,52.1897553
"12 Fairfield Road, Ayr KA7 2AS Scotland",0,1,-4.638002,55.4586216
"12 Fereou Riga, Rhodes Town 851 00 Greece",0,0,28.2201487,36.4450406
"12 Fragaki, Malia, Crete 70007 Greece",0,0,25.462319,35.2807826
"12 Higher Oakfield, Pitlochry PH16 5HT Scotland",0,0,-3.7254522,56.7028882
"12 Hope Road, Shanklin PO37 6EA England",0,0,-1.1737915,50.6334223
"12 Kingston Road Tolworth, London KT5 9NU England",0,0,-0.27852,51.3765533
"12 Knowle Avenue, Blackpool FY2 9RR England",0,0,-3.0529078,53.8379582
"12 Maerta Ljungbergsvaegen, Ljungby 341 35 Sweden",0,0,13.9362158,56.8342952
"12 Market Place, Chippenham SN15 3HJ England",0,0,-2.1139706,51.4574698
"12 Navarinou, Piraeus Greece",0,0,23.6435419,37.9465916
"12 Papamanoli Manoli, Rhodes Town 851 00 Greece",0,0,28.2202702,36.4296971
"12 Pennance Road, Falmouth TR11 4EA England",0,0,-5.0749378,50.1467146
"12 Pevensey Road, Hastings TN38 0JZ England",0,0,0.5574395,50.8556249
"12 Place de la Gare, 67000, Strasbourg France",0,1,7.7366704,48.5847268
"12 Popa Lazar Street, Sector 2, Bucharest Romania",NA,0,26.1327946,44.4469517
"12 Queens Road, Shanklin PO37 6AN England",0,0,-1.1755162,50.628998
"12 Queens Terrace, Ayr KA7 1DU Scotland",0,0,-4.6398894,55.4621387
"12 Regent Terrace, Penzance TR18 4DW England",0,0,-5.5342085,50.115822
"12 Spyrou Kassaveti Str., Hersonissos, Crete 700 14 Greece",0,0,25.3899471,35.3171387
"12 St. Aubyns Road, Eastbourne BN22 7AS England",0,1,0.2961006,50.7717852
"12 Strandgatan, Mora 792 30 Sweden",0,0,14.541612,61.005757
"12 Theas Afroditis Avenue, Geroskipou 8204 Cyprus",NA,1,32.4318183,34.7417147
"12 Visegradi str. District 13, Budapest 1132 Hungary",NA,0,19.0541295,47.5129271
"12 Willshaw Road, Blackpool FY2 9SH England",0,0,-3.0531985,53.8339592
"12 allee des Acacias, 22240 Frehel France",1,1,-2.406107,48.6386858
"12 avenue Jacqueline Auriol, 91550 Paray-Vieille-Poste France",0,1,2.3617574,48.7402781
"12 avenue de Balcere Intersection rue de la poste, 66210 Les Angles France",0,0,2.0746781,42.5785288
"12 boulevard Malesherbes, 75008 Paris France",0,0,2.3225165,48.8715973
"12 boulevard Marechal Joffre, 38000, Grenoble France",0,1,5.7296304,45.1834355
"12 rue Christophe Colomb, 75008 Paris France",0,0,2.2990215,48.8698639
"12 rue Gabriel Voisin Parc Technologique Henry Farman, 51100, Reims France",0,0,4.0668758,49.2331494
"12 rue Jean le Bon, 40100 Dax France",0,0,-1.0572665,43.7022591
"12 rue Louis Blanc 10th Arr., 75010 Paris France",1,1,2.368442,48.8794659
"12 rue Louis Faidherbe, 62200 Boulogne-sur-Mer France",0,0,1.6029442,50.7237918
"12 rue Maryse Bastie, 69500 Bron France",0,0,4.923997,45.726159
"12 rue Saint Remi, 33000, Bordeaux France",0,0,-0.57116,44.8413669
"12 rue Saint Roch, 75001 Paris France",0,1,2.3318984,48.8644109
"12 rue Teisseire, 06400 Cannes France",0,0,7.0233762,43.5528945
"12 rue de Louvois, 75002 Paris France",0,0,2.336869,48.8684165
"12 rue de Montribloud, 69160 Tassin-la-Demi-Lune France",0,0,4.7903357,45.7703182
"12 rue de Serre, 54000 Nancy France",0,1,6.1753535,48.691722
"12, Georgiou A Avenue, Germasogeia 4047 Cyprus",NA,0,33.0840746,34.6936884
"12, Sborno miasto, St.1, Balchik 579 Bulgaria",NA,0,28.1617188,43.4269047
"12-14 Ellis Road, Clacton-on-Sea CO15 1ER England",0,0,1.1492758,51.7882315
"12-14 Whitewalls, Swansea SA1 3AB Wales",0,0,-3.94428,51.619484
"12-14, Gabor Aron Street, Sfantu Gheorghe 520008 Romania",NA,0,25.7845998,45.8655861
"12-16 Pier Street, Sandown PO36 8JX England",0,0,-1.1560891,50.6528414
"120 Maida Vale, London W9 1QA England",0,0,-0.1879513,51.5342367
"120 rue d Antibes, 06400 Cannes France",0,1,7.026013,43.5520688
"121-131 Boundary Road, Norwich NR3 2BA England",0,1,1.2676505,52.6530863
"122 Coleraine Road, Portrush BT56 8HN Northern Ireland",0,0,-6.657076,55.1902587
"122 Crown Street, Aberdeen AB11 6HJ Scotland",0,0,-2.1017512,57.1422709
"122 avenue de Pontaillac, 17200, Royan France",0,0,-1.0492163,45.6252352
"122 rue Nationale, 41700 Cour-Cheverny France",0,0,1.4574274,47.5073005
"123 rue du Faubourg Saint Honore 8th Arr., 75008 Paris France",0,1,2.3097222,48.8730556
"1230 Avenue du Leman, 74500, Evian-les-Bains France",0,0,6.5961379,46.3945936
"124 Fulford Road, York YO10 4BE England",0,0,-1.0755275,53.9501341
"124 Pilton Street, Barnstaple EX31 1PG England",0,0,-4.0617888,51.0857111
"124-126 Albert Road, Blackpool FY1 4PN England",0,0,-3.0483323,53.8164206
"124-126 Sussex Gardens, London W2 1UB England",0,0,-0.1722171,51.5158663
"1245 avenue de la Mediterranee, 34450 Vias France",0,0,3.4150971,43.2916047
"125 High Street, Tonbridge TN9 1DD England",0,0,0.2755508,51.196824
"125 Margretelundsvaegen, Bromma 167 33 Sweden",0,0,17.9639013,59.3409279
"125 avenue de Chatillon, 88800 Vittel France",0,0,5.9404368,48.2036789
"125 avenue de la Republique, 63100, Clermont-Ferrand France",0,0,3.1089634,45.7892947
"126 Alcester Road, Stratford-upon-Avon CV37 9DP England",0,0,-1.7269554,52.1954881
"126 Dimokratias St., Malia, Crete 70007 Greece",0,0,25.4603444,35.2920919
"126 East Parade Heworth, York YO31 7YG England",0,0,-1.0607859,53.9658342
"127 Marine Parade, Worthing BN11 3FN England",0,0,-0.3813489,50.8082392
"127 Shipston Road, Stratford-upon-Avon CV37 7LW England",0,0,-1.7002592,52.1855852
"127 University Street, Belfast BT7 1HP Northern Ireland",0,0,-5.9267294,54.5861169
"127, Amathus Avenue Amathus Area, Parekklisia 3724 Cyprus",NA,1,33.1433801,34.7118928
"1270 Coventry Road, Birmingham B25 8BS England",0,0,-1.8256446,52.4630162
"129 Bath Street, Glasgow G2 2SZ Scotland",0,1,-4.2599468,55.8640556
"129 Boulevard Davout, 75020 Paris France",0,0,2.4095266,48.8576476
"129 Hills Road, Cambridge CB2 1PG England",0,0,0.1341042,52.1921294
"13 - 27 Station Road, Wood Green, London N22 6UW England",0,0,-0.1107865,51.5968488
"13 Abbey Road, Llandudno LL30 2EE Wales",0,0,-3.8365222,53.3245374
"13 Agate Road, Clacton-on-Sea CO15 1RA England",0,0,1.151905,51.7876698
"13 Belgrave Road, London SW1V 1RB England",0,0,-0.1417298,51.4923298
"13 Belle Vue Road Southbourne, Bournemouth BH6 3DA England",0,0,-1.8069115,50.72378
"13 Clifton Crescent, Folkestone CT20 2EL England",0,0,1.1681667,51.0754295
"13 Crescent Avenue The Hoe, Plymouth PL1 3AN England",0,0,-4.1466241,50.3678184
"13 Elizeu Street, Bucharest 010947 Romania",NA,0,26.0707271,44.4473842
"13 Evesham Place, Stratford-upon-Avon CV37 6HT England",0,0,-1.7131956,52.1898376
"13 Filellinon, Delphi 330 54 Greece",0,0,22.4928321,38.4790871
"13 Gavriil Arkadiou, Sitia, Crete 723 00 Greece",0,0,26.1059939,35.2095826
"13 Hill Road, Lewes BN7 1DB England",0,0,-0.0043786,50.879609
"13 Ilarionos Katsouli, Malia, Crete 700 07 Greece",0,0,25.4580574,35.2847781
"13 Ion Slatineanu Street, Bucharest 010601 Romania",NA,1,26.097295,44.4507187
"13 Island Crescent, Newquay TR7 1DZ England",0,0,-5.081523,50.4149926
"13 Kokkinou, Nafplio 211 00 Greece",0,0,22.7977942,37.5655705
"13 Landguard Road Shirley, Southampton SO15 5DL England",0,0,-1.4172463,50.9122274
"13 Lawrence Street, York YO10 3BP England",0,0,-1.0695602,53.9550527
"13 Madeira Place, Brighton BN2 1TN England",0,0,-0.1342125,50.8205854
"13 Maester Johansgatan, Malmo 211 21 Sweden",0,1,12.9976939,55.6058602
"13 Manor Street, Bridlington YO15 2SA England",0,0,-0.1920026,54.0820436
"13 Morton Road, Exmouth EX8 1AZ England",0,0,-3.4179628,50.6180794
"13 Mostyn Crescent, Llandudno LL30 1AR Wales",0,0,-3.8219572,53.3227889
"13 Normanby Terrace West Cliff, Whitby YO21 3ES England",0,0,-0.6190081,54.4884784
"13 Philellinon Str Ayios Andreas, Nicosia 1100 Cyprus",NA,0,33.342532,35.174414
"13 Place Chatelet, 28000, Chartres France",0,0,1.4834834,48.4466095
"13 Place de la Gare, 35000, Rennes France",0,0,-1.672019,48.1045563
"13 Place de la Gare, 59800, Lille France",0,1,3.0696084,50.6370786
"13 Poseidonos Street, Protaras, Paralimni 5290 Cyprus",NA,1,34.0139761,35.053554
"13 Quai De L'entrepot, 50100 Cherbourg-Octeville, Cherbourg-en-Cotentin France",0,0,-1.6190522,49.6369089
"13 Rammou Street, Kalambaka 42200 Greece",0,0,21.6288728,39.706618
"13 Sausio Street Building 2, Vilnius 2001 Lithuania",NA,0,25.2146475,54.6871372
"13 South Cliff Avenue, Eastbourne BN20 7AH England",0,0,0.281186,50.7593005
"13 South Parade, Llandudno LL30 2LN Wales",0,0,-3.8309889,53.325749
"13 St. Peter Street, Tiverton EX16 6NU England",0,0,-3.4890489,50.9036324
"13 Thaleias Street Pernera Beach, Protaras, Paralimni 5297 Cyprus",NA,0,34.0421382,35.0311019
"13 Venizelou Eleftheriou, Loutraki 203 00 Greece",0,0,22.977266,37.976717
"13 avenue de la Grangette, 74200 Thonon-les-Bains France",0,1,6.4653485,46.3621194
"13 avenue des Mateirons, 74500 Neuvecelle, Evian-les-Bains France",0,1,6.5928991,46.3966076
"13 rue Delambre, 75014 Paris France",0,0,2.3280226,48.8416355
"13 rue Ferdinand Braun, 67540 Ostwald, Strasbourg France",0,0,7.6908187,48.533612
"13 rue Jean Mermoz, 74940 Annecy-le-Vieux France",0,0,6.1444284,45.9178114
"13 rue Kuhn, 67000, Strasbourg France",0,0,7.7378777,48.5848816
"13 rue Lafon, 13006 Marseille France",0,0,5.3819724,43.291784
"13 rue Pouvreau, 85160 Saint-Jean-de-Monts France",0,0,-2.0654519,46.7882265
"13 rue Sardinerie, 17000, La Rochelle France",0,1,-1.1487962,46.1581386
"13 rue des 2 Gares 10th Arr., 75010 Paris France",0,0,2.3568337,48.8784224
"13 rue des Beaux Arts, 75006 Paris France",0,0,2.3352288,48.8563189
"13 rue des Capucines, 06800 Cagnes-sur-Mer France",0,0,7.1592668,43.6558573
"13 rue du Port Vieux, 64200 Biarritz France",0,0,-1.5662184,43.4820539
"13, 1st October Street, Ayia Napa 5341 Cyprus",NA,0,34.002776,34.9873221
"13, Avenue de Verdun, 64500 Saint-Jean-de-Luz France",0,0,-1.6615517,43.3863274
"13, St.George Ave, Coral Bay, Peyia 8575 Cyprus",NA,0,32.3769673,34.8566818
"13, Vassileon Pavlou & Freiderikis, Delphi 330 54 Greece",0,0,33.3554152,35.1689527
"13, Via Sesto, 39038, San Candido Italy",0,0,12.2840364,46.7274892
"13-15 Market Place Berwickshire, Lauder TD2 6SR Scotland",0,0,-2.748316,55.7195694
"13-17 rue Lecluse, 75017 Paris France",0,0,2.3253617,48.8839614
"130 Bo'Ness Road, Grangemouth FK3 9BX Scotland",0,0,-3.7101686,56.016838
"130 Chemin de la Chartreuse, 46000, Cahors France",0,0,1.4401089,44.4401413
"130 New Road, Brixham TQ5 8DA England",0,0,-3.5260955,50.3900776
"130 Railway Terrace, Rugby CV21 3HE England",0,0,-1.2556129,52.3755411
"130 avenue du 11 Novembre, 33290 Blanquefort, Bordeaux France",0,0,-0.627338,44.9152619
"131 Chlorakas Avenue Chloraka, Paphos 8220 Cyprus",NA,1,32.3977999,34.8038624
"131 Grampian Road, Aviemore PH22 1RL Scotland",0,0,-3.8295695,57.1943199
"131 Longwestgate Old Town, Scarborough YO11 1RQ England",0,0,-0.3911371,54.2855456
"131 Maria Luisa Blvd, Sofia 1202 Bulgaria",NA,1,23.3220389,42.7087365
"131 rue Clement Ader ZAC du Long Buisson, 27000 Evreux France",0,0,1.180948,49.0148807
"1315 route de Vence, 06140 Tourrettes-sur-Loup France",0,0,7.072807,43.7188291
"132 boulevard Tixador, 66140 Canet-en-Roussillon France",0,0,3.0337196,42.6844009
"132 boulevard de Brou BOURG en BRESSE Rhône-Alpes, 01000, Bourg-en-Bresse France",0,0,5.233317,46.1995614
"132-134 Sussex Gardens, London W2 1UB England",0,0,-0.172421,51.5157192
"133 Gloucester Road North, Filton BS34 7PY England",0,0,-2.5741036,51.5106971
"133 Hales Road, Cheltenham GL52 6ST England",0,0,-2.0561582,51.8995378
"134 Renfrew Street, Glasgow G3 6ST Scotland",0,0,-4.2607916,55.8659794
"134 avenue de la Division Leclerc, 93350 Le Bourget France",0,0,2.4309809,48.9398538
"135 Main Street, East Kilbride G74 4LN Scotland",0,1,-4.1766306,55.767849
"136 Kalamaki Road, Kalamaki 291 00 Greece",0,0,20.9001917,37.7428319
"136 New Road, Brixham TQ5 8DA England",0,1,-3.5252036,50.3905983
"136 Observatorului St., Cluj-Napoca 400352 Romania",NA,0,23.5810678,46.7541003
"136 Sussex Gardens, London W2 1UB England",0,0,-0.1725409,51.5156273
"137 Columbus Ravine, Scarborough YO12 7QZ England",0,1,-0.4085982,54.2876727
"138 avenue de la Gare, 73600 Moutiers France",0,0,6.5314334,45.4857612
"138 route de Dijon, 21200, Beaune France",0,0,4.8449981,47.0341979
"139 Prins Hendrikkade, 1011 AS Amsterdam The Netherlands",0,1,4.9060356,52.373505
"139 avenue Jean Lolive, 93500 Pantin France",0,0,2.4125718,48.8932843
